stock,model,date,pred
BBVA,multivar_lstm,2025-10-31,12.142001152038574
BBVA,multivar_lstm,2025-11-01,12.185945510864258
BBVA,multivar_lstm,2025-11-02,11.710390090942383
BBVA,multivar_lstm,2025-11-03,11.688243865966797
SANTANDER,multivar_lstm,2025-10-31,6.960894584655762
SANTANDER,multivar_lstm,2025-11-01,6.866396427154541
SANTANDER,multivar_lstm,2025-11-02,6.920471668243408
SANTANDER,multivar_lstm,2025-11-03,6.62609338760376
