stock,date,pred
BBVA,2025-10-31,16.769457926935985
BBVA,2025-11-01,16.874723947310386
BBVA,2025-11-02,16.473963254265257
BBVA,2025-11-03,16.171766673246054
SANTANDER,2025-10-31,8.194497136015116
SANTANDER,2025-11-01,8.204710800650446
SANTANDER,2025-11-02,8.163708770595349
SANTANDER,2025-11-03,8.109420106932475
