Price,Close,High,Low,Open,Volume
Ticker,BBVA.MC,BBVA.MC,BBVA.MC,BBVA.MC,BBVA.MC
Date,,,,,
2000-01-03,4.115110397338867,4.155739469913511,4.106404352689154,4.1354250776610755,8244257
2000-01-04,4.007734298706055,4.088991865534104,3.9932242246794494,4.062873444216449,8522096
2000-01-05,3.917771100997925,3.9903223376636903,3.900358723538605,3.9700076572363385,12159826
2000-01-06,3.917771100997925,3.917771100997925,3.917771100997925,3.917771100997925,0
2000-01-07,3.967106580734253,4.001931053291884,3.926477789358833,4.001931053291884,62261944
2000-01-10,3.90325927734375,4.010635524728783,3.8974552492914842,4.010635524728783,58740351
2000-01-11,3.8249053955078125,3.894554621128483,3.7871789116735672,3.888750591010875,6761292
2000-01-12,3.8124125003814697,3.850448937462774,3.774376063300165,3.850448937462774,8266754
2000-01-13,3.7187862396240234,3.818266128409304,3.6866017491088705,3.8036366561200037,9372669
2000-01-14,3.7919299602508545,3.8007074616083605,3.724634911874143,3.745115748374991,8538333
2000-01-17,3.7568204402923584,3.8182641337219274,3.7480429357648606,3.8182641337219274,6825078
2000-01-18,3.677821636199951,3.7538941992913117,3.63685908470338,3.7480422402579636,9698972
2000-01-19,3.6719725131988525,3.671972513198852,3.598825727912451,3.6105290741497433,13027455
2000-01-20,3.666118860244751,3.7041552958437967,3.6310085500592573,3.686599995533908,9459285
2000-01-21,3.590045690536499,3.6573410512012186,3.5783423515925548,3.636859627180796,6786146
2000-01-24,3.6076009273529053,3.6690440366206,3.5988234232958787,3.6690440366206,5863878
2000-01-25,3.686600685119629,3.733414634413116,3.5929727865326555,3.604676128638858,9429700
2000-01-26,3.800708055496216,3.8182633513885347,3.7012282390625497,3.745116333576241,9120798
2000-01-27,3.9499268531799316,3.9938146485733603,3.8211881389269835,3.8416692650087985,13662088
2000-01-28,3.9352991580963135,4.01137203480336,3.832893764668943,4.01137203480336,16119882
2000-01-31,3.876782178878784,3.9528547654466437,3.832893779538399,3.9382252989998485,9868382
2000-02-01,3.9294471740722656,3.9616319394745614,3.8650782241362376,3.9294471740722656,9530743
2000-02-02,3.9177443981170654,3.9382255362024514,3.859226819239629,3.9382255362024514,7648463
2000-02-03,3.9499268531799316,3.9938146485733603,3.865076515188719,3.926519603000011,7766488
2000-02-04,3.8914108276367188,3.9938162075862675,3.8767816536063644,3.9938162075862675,10516943
2000-02-07,3.8182625770568848,3.9148162492325405,3.809484785673728,3.900186790550048,8135156
2000-02-08,3.9645578861236572,3.9645578861236572,3.771450450006691,3.815338266041582,13714517
2000-02-09,3.868004322052002,3.9791878089538866,3.8533751451709564,3.9791878089538866,9070278
2000-02-10,3.8094849586486816,3.8621505476023654,3.803633291083642,3.832891919343004,8404876
2000-02-11,4.102075576782227,4.1488895377056565,3.7451189069152657,3.8153398483004106,24338356
2000-02-14,4.5789899826049805,4.927168915398422,4.271773601801954,4.3888087178008615,59647471
2000-02-15,4.46195650100708,4.65213810115005,4.444401200418761,4.65213810115005,23093519
2000-02-16,4.4795122146606445,4.549733428042039,4.4356243919487754,4.476586379175476,19374515
2000-02-17,4.4795122146606445,4.5204744923216795,4.4385499369996095,4.4385499369996095,10019217
2000-02-18,4.485363483428955,4.505844620422931,4.423920362881334,4.464882346434979,13772503
2000-02-21,4.459031105041504,4.476586408501858,4.3888104720687595,4.3888104720687595,10726790
2000-02-22,4.397585868835449,4.447325338980941,4.388808366533456,4.388808366533456,14620960
2000-02-23,4.517548084259033,4.529251715150664,4.397587392399871,4.400512937079908,14342436
2000-02-24,4.584840774536133,4.65798748558867,4.5058421058694424,4.5351010226377735,17306014
2000-02-25,4.593621253967285,4.646286873605837,4.576066241043991,4.593621253967285,10362673
2000-02-28,4.49121618270874,4.5351042991351385,4.441476104440295,4.523400665885399,7457895
2000-02-29,4.418069362640381,4.526326741594728,4.418069362640381,4.514623107724412,8498634
2000-03-01,4.46195650100708,4.473659841109766,4.3917352986538045,4.432697569881785,9312142
2000-03-02,4.444400787353516,4.470733590571463,4.359550417757926,4.461956086310234,7597565
2000-03-03,4.46195650100708,4.46195650100708,4.377106123525446,4.46195650100708,7755245
2000-03-06,4.473659992218018,4.593620684493951,4.403439077927156,4.535103401135383,11462949
2000-03-07,4.470733642578125,4.5116959104755505,4.4209935798831,4.453178343417191,9774752
2000-03-08,4.505843639373779,4.520473102736889,4.406364101720515,4.444400532204055,8594927
2000-03-09,4.485363483428955,4.505844620422931,4.426845907669835,4.505844620422931,9151090
2000-03-10,4.397585868835449,4.517546519133676,4.36832694696041,4.4853617631579725,11147673
2000-03-13,4.3946614265441895,4.3946614265441895,4.3946614265441895,4.3946614265441895,0
2000-03-14,4.324440956115723,4.324440956115723,4.248368070792782,4.324440956115723,6665918
2000-03-15,4.251293182373047,4.315662419812786,4.251293182373047,4.315662419812786,5468445
2000-03-16,4.467807292938232,4.476585087294924,4.283477677527221,4.318587983651235,12188949
2000-03-17,4.494140148162842,4.532176579810684,4.420993409976746,4.50584377729843,9163603
2000-03-20,4.459031105041504,4.4795122440061945,4.409291320599113,4.450253598528495,16836160
2000-03-21,4.508771896362305,4.51754940427006,4.406366185266579,4.441476507331983,7230397
2000-03-22,4.529251575469971,4.543880750590479,4.461956498612767,4.508770439866971,11605370
2000-03-23,4.497066974639893,4.549732878312487,4.4326977304407,4.549732878312487,5621286
2000-03-24,4.488287925720215,4.514620724987476,4.444400120564257,4.497065719098781,3848057
2000-03-27,4.502918720245361,4.523399856943897,4.418068338270616,4.473660078005013,4186207
2000-03-28,4.508771896362305,4.543882218427709,4.485364627739526,4.535104710519954,10406762
2000-03-29,4.432697772979736,4.5233998246685125,4.382957994395756,4.505844523275843,9968320
2000-03-30,4.385883808135986,4.432697751331612,4.356625166247296,4.394661313572303,9376775
2000-03-31,4.494140148162842,4.494140148162842,4.347846671790649,4.409290071275413,18359604
2000-04-03,4.505843639373779,4.51169559897957,4.423919399669398,4.423919399669398,19424675
2000-04-04,4.61702823638916,4.625805742866187,4.4912158580467665,4.505845035508478,14535557
2000-04-05,4.5789899826049805,4.634581706269594,4.453177654035774,4.5380280114830045,11364317
2000-04-06,4.608250141143799,4.657989919027337,4.514621965179478,4.587768714445521,10826369
2000-04-07,4.646286487579346,4.678471256133387,4.5702138999290565,4.59654699799484,10040715
2000-04-10,4.652138710021973,4.66969401290793,4.596547256389823,4.631657571727411,10332321
2000-04-11,4.622879981994629,4.669693928555324,4.57313990964386,4.57313990964386,7834289
2000-04-12,4.5643630027771,4.681398174977302,4.532178228770018,4.637509767576456,12323261
2000-04-13,4.61702823638916,4.61702823638916,4.505845035508478,4.529252300315886,8297541
2000-04-14,4.517548084259033,4.637508776118194,4.476585811789769,4.581917328077263,9983813
2000-04-17,4.388808727264404,4.444400160614669,4.295180285742324,4.315661706998806,15947213
2000-04-18,4.391735553741455,4.464882304934737,4.362476911351003,4.447327003326744,7676434
2000-04-19,4.418069362640381,4.456105809675945,4.333218960992294,4.412217690922408,10201237
2000-04-20,4.476584434509277,4.502917232870943,4.388808536781798,4.429770506214272,6203518
2000-04-21,4.476584434509277,4.476584434509277,4.476584434509277,4.476584434509277,0
2000-04-24,4.476584434509277,4.476584434509277,4.476584434509277,4.476584434509277,0
2000-04-25,4.3914008140563965,4.435461704466696,4.38258875260542,4.406088166296772,9512168
2000-04-26,4.382587909698486,4.435460851390664,4.362026145356495,4.435460851390664,7606384
2000-04-27,4.35321569442749,4.400213946984814,4.323841567895845,4.3943392383095885,12146086
2000-04-28,4.406087875366211,4.406087875366211,4.373776402357383,4.3972752313417125,9495124
2000-05-01,4.406087875366211,4.406087875366211,4.406087875366211,4.406087875366211,0
2000-05-02,4.441336631774902,4.441336631774902,4.3326530844171955,4.406088094963947,5774332
2000-05-03,4.394337177276611,4.435460410293323,4.376712767939379,4.406086880693973,5706284
2000-05-04,4.306218147277832,4.39140231175602,4.27978166233096,4.376715537662095,10509407
2000-05-05,4.276841163635254,4.329714389844739,4.2445296990220776,4.306215275388616,7124675
2000-05-08,4.19753360748291,4.294467759103442,4.185784481638642,4.268031278326119,7791861
2000-05-09,4.19753360748291,4.19753360748291,4.19753360748291,4.19753360748291,0
2000-05-10,4.176972389221191,4.250407127452319,4.165222679483766,4.179909743761104,9253142
2000-05-11,4.22103214263916,4.256280679110652,4.144659779058479,4.194595667391116,6564364
2000-05-12,4.19753360748291,4.2562815693263305,4.1593477092835585,4.2562815693263305,5131932
2000-05-15,4.176972389221191,4.238657417714894,4.159347970403943,4.206346517775865,4599949
2000-05-16,4.206345081329346,4.229843909623903,4.171095964154474,4.171095964154474,7211563
2000-05-17,4.244532585144043,4.306218203454474,4.176972840275023,4.215159036573,16425166
2000-05-18,4.259217262268066,4.317964905595995,4.215156383983306,4.241592852638637,10110041
2000-05-19,4.176972389221191,4.241595063832584,4.165222679483766,4.232783000212849,8766080
2000-05-22,4.065349578857422,4.185783108983436,4.065349578857422,4.176970757229014,7744073
2000-05-23,4.165221214294434,4.185783271996309,4.065349737180081,4.065349737180081,21755098
2000-05-24,4.159346580505371,4.162283934063728,4.068287453885561,4.071224807443919,24928409
2000-05-25,4.335590839385986,4.335590839385986,4.156409910247934,4.156409910247934,26905304
2000-05-26,4.4266486167907715,4.467772143850457,4.2504050960079125,4.279779210523482,16111263
2000-05-29,4.34440279006958,4.4119628060184946,4.2974045434597015,4.362027205442715,6952794
2000-05-30,4.364963531494141,4.406087352065601,4.320902649226156,4.332652353900523,11112939
2000-05-31,4.406087875366211,4.464835239404723,4.370838757156655,4.382588463226506,12910296
2000-06-01,4.500086307525635,4.526522793165762,4.376715652434618,4.376715652434618,12272155
2000-06-02,4.646953105926514,4.664577225077035,4.450147817880226,4.450147817880226,28725352
2000-06-05,4.588206768035889,4.626392956005903,4.541208517416369,4.611705893345649,7919177
2000-06-06,4.611705780029297,4.646954612916694,4.570582238853246,4.585269301152619,14311877
2000-06-07,4.561769962310791,4.611705563576063,4.508897007039058,4.599956147550223,7450882
2000-06-08,4.570581912994385,4.608768097303631,4.529458666327948,4.567644850637195,6917595
2000-06-09,4.58233118057251,4.61170500868048,4.535332938968681,4.5529573524645395,7565188
2000-06-12,4.547082424163818,4.594080663483465,4.5088962453749755,4.558831546627216,5286434
2000-06-13,4.61464262008667,4.62639203461266,4.538270259356977,4.552957319092154,9721675
2000-06-14,4.661642074584961,4.685140909752749,4.5911444027705395,4.614643821093856,13022688
2000-06-15,4.6851420402526855,4.688079686935262,4.635206420316407,4.635206420316407,8911804
2000-06-16,4.655766010284424,4.682202485384714,4.529458342232438,4.670453070485784,21951633
2000-06-19,4.394337177276611,4.394337177276611,4.394337177276611,4.394337177276611,0
2000-06-20,4.552957534790039,4.638141668872164,4.552957534790039,4.599955778275936,5481020
2000-06-21,4.514773368835449,4.576458700299925,4.5118357221751895,4.52946043582542,6693045
2000-06-22,4.4530863761901855,4.538270510959303,4.4530863761901855,4.5265210957819235,8578725
2000-06-23,4.482458591461182,4.51477005682,4.3913994843951585,4.470709179750788,5574946
2000-06-26,4.552957534790039,4.561769596102006,4.450148694928575,4.50008458376283,10936867
2000-06-27,4.514773368835449,4.57939576380452,4.514773368835449,4.538272501072702,5010676
2000-06-28,4.51183557510376,4.550021773086234,4.473649668699108,4.51183557510376,5381187
2000-06-29,4.482458591461182,4.547081522178819,4.441335358897185,4.511832412314783,13539652
2000-06-30,4.597018241882324,4.597018241882324,4.470710568861973,4.500084690420137,9757447
2000-07-03,4.623454570770264,4.623454570770264,4.511833385967974,4.5588316261070005,5928882
