Date,Adj Close_SAN.MC,Close_SAN.MC,Dividends_SAN.MC,High_SAN.MC,Low_SAN.MC,Open_SAN.MC,Stock Splits_SAN.MC,Volume_SAN.MC,tasa_interes,inflacion,PIB,desempleo,tipo_cambio,liquidez_M2,materias_primas,politica_monetaria,sentimiento_global,inflacion_eurozona,desempleo_espana,"('VIX', '^VIX')"
2003-11-17,2.248131513595581,7.209622859954834,0.0,7.322137832641602,7.192313194274902,7.209622859954834,0.0,29886143,1.01,184.9,15162.76,6.0,1.1744,6070.0,68.4692628229233,4.29,4.74,81.54,11.3,18.600000381469727
2003-11-18,2.2454326152801514,7.200967788696289,0.0,7.28751802444458,7.140382766723633,7.200967788696289,0.0,83860965,1.01,184.9,15162.76,6.0,1.1893,6070.0,68.4692628229233,4.29,4.73,81.54,11.3,19.110000610351562
2003-11-19,2.242733955383301,7.192313194274902,0.0,7.200967788696289,7.027867794036865,7.192313194274902,0.0,62123263,1.01,184.9,15162.76,6.0,1.1909,6070.0,68.4692628229233,4.29,4.65,81.54,11.3,18.799999237060547
2003-11-20,2.2508301734924316,7.218277931213379,0.0,7.252898216247559,7.062488079071045,7.218277931213379,0.0,41702878,1.01,184.9,15162.76,6.0,1.1895,6070.0,68.4692628229233,4.29,4.76,81.54,11.3,19.479999542236328
2003-11-21,2.269721508026123,7.278862953186035,0.0,7.296173095703125,7.166347980499268,7.278862953186035,0.0,30614729,1.01,184.9,15162.76,6.0,1.1913,6070.0,68.4692628229233,4.29,4.75,81.54,11.3,18.979999542236328
2003-11-24,2.3156027793884277,7.425998210906982,0.0,7.434652805328369,7.261552810668945,7.425998210906982,0.0,40191582,1.01,184.9,15162.76,6.0,1.1768,6070.0,68.4692628229233,4.29,4.67,81.54,11.3,17.440000534057617
2003-11-25,2.329096555709839,7.469273090362549,0.0,7.477928161621094,7.408688068389893,7.469273090362549,0.0,32921587,1.01,184.9,15162.76,6.0,1.1785,6070.0,68.4692628229233,4.29,4.62,81.54,11.3,16.709999084472656
2003-11-26,2.3156027793884277,7.425998210906982,0.0,7.486583232879639,7.408688068389893,7.425998210906982,0.0,54466190,1.01,184.9,15162.76,6.0,1.1918,6070.0,68.4692628229233,4.29,4.55,81.54,11.3,16.229999542236328
2003-11-27,2.3236987590789795,7.451962947845459,0.0,7.460618019104004,7.400032997131348,7.451962947845459,0.0,15505698,1.01,184.9,15162.76,6.0,1.1918,6070.0,68.4692628229233,4.29,4.55,81.54,11.3,16.229999542236328
2003-11-28,2.3398923873901367,7.50389289855957,0.0,7.52120304107666,7.400032997131348,7.50389289855957,0.0,55519726,1.01,184.9,15162.76,6.0,1.1995,6070.0,68.4692628229233,4.29,4.46,81.54,11.3,16.31999969482422
2003-12-01,2.415458917617798,7.746233940124512,0.0,7.7721991539001465,7.53851318359375,7.746233940124512,0.0,42034006,0.98,185.5,15162.76,5.7,1.1956,6073.8,68.4692628229233,4.27,4.37,81.79,11.4,16.770000457763672
2003-12-02,2.4046645164489746,7.71161413192749,0.0,7.763544082641602,7.633718967437744,7.71161413192749,0.0,187525101,0.98,185.5,15162.76,5.7,1.2084,6073.8,68.4692628229233,4.27,4.35,81.79,11.4,16.270000457763672
2003-12-03,2.420858144760132,7.763544082641602,0.0,7.763544082641602,7.651029109954834,7.763544082641602,0.0,31459710,0.98,185.5,15162.76,5.7,1.2093,6073.8,68.4692628229233,4.27,4.27,81.79,11.4,16.6299991607666
2003-12-04,2.410061836242676,7.728923797607422,0.0,7.746233940124512,7.668338775634766,7.728923797607422,0.0,37904447,0.98,185.5,15162.76,5.7,1.2077,6073.8,68.4692628229233,4.27,4.26,81.79,11.4,16.299999237060547
2003-12-05,2.401965618133545,7.702959060668945,0.0,7.728923797607422,7.651029109954834,7.702959060668945,0.0,20656590,0.98,185.5,15162.76,5.7,1.2157,6073.8,68.4692628229233,4.27,4.39,81.79,11.4,17.09000015258789
2003-12-08,2.401965618133545,7.702959060668945,0.0,7.702959060668945,7.702959060668945,7.702959060668945,0.0,0,0.98,185.5,15162.76,5.7,1.2217,6073.8,68.4692628229233,4.27,4.29,81.79,11.4,16.540000915527344
2003-12-09,2.3938682079315186,7.6769938468933105,0.0,7.746233940124512,7.651029109954834,7.6769938468933105,0.0,45362589,0.98,185.5,15162.76,5.7,1.2229,6073.8,68.4692628229233,4.27,4.19,81.79,11.4,17.6299991607666
2003-12-10,2.3749771118164062,7.616408824920654,0.0,7.668338775634766,7.53851318359375,7.616408824920654,0.0,36768915,0.98,185.5,15162.76,5.7,1.2215,6073.8,68.4692628229233,4.27,4.22,81.79,11.4,17.8700008392334
2003-12-11,2.4046645164489746,7.71161413192749,0.0,7.71161413192749,7.555822849273682,7.71161413192749,0.0,35375690,0.98,185.5,15162.76,5.7,1.2164,6073.8,68.4692628229233,4.27,4.35,81.79,11.4,16.729999542236328
2003-12-12,2.4046645164489746,7.71161413192749,0.0,7.763544082641602,7.651029109954834,7.71161413192749,0.0,30422674,0.98,185.5,15162.76,5.7,1.2284,6073.8,68.4692628229233,4.27,4.34,81.79,11.4,16.40999984741211
2003-12-15,2.4127602577209473,7.737578868865967,0.0,7.824129104614258,7.728923797607422,7.737578868865967,0.0,35197966,0.98,185.5,15162.76,5.7,1.229,6073.8,68.4692628229233,4.27,4.27,81.79,11.4,17.229999542236328
2003-12-16,2.399266004562378,7.6943039894104,0.0,7.71161413192749,7.642374038696289,7.6943039894104,0.0,36616236,0.98,185.5,15162.76,5.7,1.2328,6073.8,68.4692628229233,4.27,4.31,81.79,11.4,15.930000305175781
2003-12-17,2.4127602577209473,7.737578868865967,0.0,7.737578868865967,7.659684181213379,7.737578868865967,0.0,33054680,0.98,185.5,15162.76,5.7,1.2381,6073.8,68.4692628229233,4.27,4.34,81.79,11.4,15.579999923706055
2003-12-18,2.431652545928955,7.798163890838623,0.0,7.798163890838623,7.6856489181518555,7.798163890838623,0.0,33749485,0.98,185.5,15162.76,5.7,1.2376,6073.8,68.4692628229233,4.27,4.34,81.79,11.4,16.15999984741211
2003-12-19,2.439749240875244,7.824129104614258,0.0,7.824129104614258,7.746233940124512,7.824129104614258,0.0,66625455,0.98,185.5,15162.76,5.7,1.238,6073.8,68.4692628229233,4.27,4.33,81.79,11.4,16.420000076293945
2003-12-22,2.4424476623535156,7.832784175872803,0.0,7.876059055328369,7.7721991539001465,7.832784175872803,0.0,108726988,0.98,185.5,15162.76,5.7,1.2415,6073.8,68.4692628229233,4.27,4.28,81.79,11.4,16.940000534057617
2003-12-23,2.4829306602478027,7.962608814239502,0.0,7.962608814239502,7.850093841552734,7.962608814239502,0.0,38305465,0.98,185.5,15162.76,5.7,1.2406,6073.8,68.4692628229233,4.27,4.16,81.79,11.4,16.489999771118164
2003-12-24,2.4829306602478027,7.962608814239502,0.0,7.962608814239502,7.962608814239502,7.962608814239502,0.0,0,0.98,185.5,15162.76,5.7,1.2464,6073.8,68.4692628229233,4.27,4.25,81.79,11.4,16.65999984741211
2003-12-25,2.4829306602478027,7.962608814239502,0.0,7.962608814239502,7.962608814239502,7.962608814239502,0.0,0,0.98,185.5,15162.76,5.7,1.2464,6073.8,68.4692628229233,4.27,4.25,81.79,11.4,16.65999984741211
2003-12-26,2.4829306602478027,7.962608814239502,0.0,7.962608814239502,7.962608814239502,7.962608814239502,0.0,0,0.98,185.5,15162.76,5.7,1.2441,6073.8,68.4692628229233,4.27,4.28,81.79,11.4,17.450000762939453
2003-12-29,2.512617826461792,8.05781364440918,0.0,8.066469192504883,7.962608814239502,8.05781364440918,0.0,43554776,0.98,185.5,15162.76,5.7,1.2485,6073.8,68.4692628229233,4.27,4.22,81.79,11.4,17.09000015258789
2003-12-30,2.534207582473755,8.127054214477539,0.0,8.170329093933105,8.05781364440918,8.127054214477539,0.0,41305480,0.98,185.5,15162.76,5.7,1.2521,6073.8,68.4692628229233,4.27,4.17,81.79,11.4,17.68000030517578
2003-12-31,2.534207582473755,8.127054214477539,0.0,8.127054214477539,8.127054214477539,8.127054214477539,0.0,0,0.98,185.5,15162.76,5.7,1.2597,6073.8,68.4692628229233,4.27,4.18,81.79,11.4,18.309999465942383
2004-01-01,2.534207582473755,8.127054214477539,0.0,8.127054214477539,8.127054214477539,8.127054214477539,0.0,0,1.0,186.3,15248.68,5.7,1.2597,6082.1,73.8521976600864,4.15,4.18,81.61,11.3,18.309999465942383
2004-01-02,2.5827879905700684,8.282843589782715,0.0,8.282843589782715,8.127054214477539,8.282843589782715,0.0,41397727,1.0,186.3,15248.68,5.7,1.2592,6082.1,73.8521976600864,4.15,4.08,81.61,11.3,18.219999313354492
2004-01-05,2.5935816764831543,8.317463874816895,0.0,8.343428611755371,8.239568710327148,8.317463874816895,0.0,63575652,1.0,186.3,15248.68,5.7,1.2679,6082.1,73.8521976600864,4.15,3.97,81.61,11.3,17.489999771118164
2004-01-06,2.5935816764831543,8.317463874816895,0.0,8.317463874816895,8.317463874816895,8.317463874816895,0.0,0,1.0,186.3,15248.68,5.7,1.2773,6082.1,73.8521976600864,4.15,3.98,81.61,11.3,16.729999542236328
2004-01-07,2.5746917724609375,8.256878852844238,0.0,8.455945014953613,8.248224258422852,8.256878852844238,0.0,55716042,1.0,186.3,15248.68,5.7,1.2665,6082.1,73.8521976600864,4.15,3.92,81.61,11.3,15.5
2004-01-08,2.5638949871063232,8.222258567810059,0.0,8.369394302368164,8.196293830871582,8.222258567810059,0.0,83295882,1.0,186.3,15248.68,5.7,1.2772,6082.1,73.8521976600864,4.15,3.87,81.61,11.3,15.609999656677246
2004-01-09,2.5827879905700684,8.282843589782715,0.0,8.334774017333984,8.161673545837402,8.282843589782715,0.0,51636481,1.0,186.3,15248.68,5.7,1.2853,6082.1,73.8521976600864,4.15,4.01,81.61,11.3,16.75
2004-01-12,2.5827879905700684,8.282843589782715,0.0,8.282843589782715,8.170329093933105,8.282843589782715,0.0,51378887,1.0,186.3,15248.68,5.7,1.2802,6082.1,73.8521976600864,4.15,4.0,81.61,11.3,16.81999969482422
2004-01-13,2.566594123840332,8.230914115905762,0.0,8.352084159851074,8.213603973388672,8.230914115905762,0.0,56641924,1.0,186.3,15248.68,5.7,1.2735,6082.1,73.8521976600864,4.15,4.05,81.61,11.3,18.040000915527344
2004-01-14,2.5530998706817627,8.187639236450195,0.0,8.256878852844238,8.127054214477539,8.187639236450195,0.0,49199872,1.0,186.3,15248.68,5.7,1.2726,6082.1,73.8521976600864,4.15,4.04,81.61,11.3,16.75
2004-01-15,2.536905527114868,8.135708808898926,0.0,8.178983688354492,8.066469192504883,8.135708808898926,0.0,45810903,1.0,186.3,15248.68,5.7,1.2588,6082.1,73.8521976600864,4.15,3.98,81.61,11.3,15.5600004196167
2004-01-16,2.5530998706817627,8.187639236450195,0.0,8.204949378967285,8.127054214477539,8.187639236450195,0.0,32436365,1.0,186.3,15248.68,5.7,1.2395,6082.1,73.8521976600864,4.15,3.94,81.61,11.3,15.0
2004-01-19,2.534207582473755,8.127054214477539,0.0,8.248224258422852,8.083779335021973,8.127054214477539,0.0,24787057,1.0,186.3,15248.68,5.7,1.2395,6082.1,73.8521976600864,4.15,3.93,81.61,11.3,15.0
2004-01-20,2.4991233348846436,8.014538764953613,0.0,8.144364356994629,8.014538764953613,8.014538764953613,0.0,131750295,1.0,186.3,15248.68,5.7,1.2584,6082.1,73.8521976600864,4.15,3.89,81.61,11.3,15.210000038146973
2004-01-21,2.518014907836914,8.07512378692627,0.0,8.083779335021973,8.005884170532227,8.07512378692627,0.0,78244732,1.0,186.3,15248.68,5.7,1.2617,6082.1,73.8521976600864,4.15,3.88,81.61,11.3,14.34000015258789
2004-01-22,2.5638949871063232,8.222258567810059,0.0,8.256878852844238,8.127054214477539,8.222258567810059,0.0,186443628,1.0,186.3,15248.68,5.7,1.2717,6082.1,73.8521976600864,4.15,3.9,81.61,11.3,14.710000038146973
2004-01-23,2.5638949871063232,8.222258567810059,0.0,8.274188995361328,8.196293830871582,8.222258567810059,0.0,33983878,1.0,186.3,15248.68,5.7,1.261,6082.1,73.8521976600864,4.15,3.79,81.61,11.3,14.84000015258789
2004-01-26,2.536905527114868,8.135708808898926,0.0,8.265534400939941,8.09243392944336,8.135708808898926,0.0,73644548,1.0,186.3,15248.68,5.7,1.2552,6082.1,73.8521976600864,4.15,3.76,81.61,11.3,14.550000190734863
2004-01-27,2.5396060943603516,8.144364356994629,0.0,8.274188995361328,8.144364356994629,8.144364356994629,0.0,115975321,1.0,186.3,15248.68,5.7,1.2643,6082.1,73.8521976600864,4.15,3.88,81.61,11.3,15.350000381469727
2004-01-28,2.5638949871063232,8.222258567810059,0.0,8.222258567810059,8.09243392944336,8.222258567810059,0.0,81374591,1.0,186.3,15248.68,5.7,1.262,6082.1,73.8521976600864,4.15,3.81,81.61,11.3,16.780000686645508
2004-01-29,2.5072195529937744,8.040504455566406,0.0,8.153018951416016,8.031848907470703,8.040504455566406,0.0,75350981,1.0,186.3,15248.68,5.7,1.2389,6082.1,73.8521976600864,4.15,3.92,81.61,11.3,17.139999389648438
2004-01-30,2.4937257766723633,7.997229099273682,0.0,8.09243392944336,7.9279890060424805,7.997229099273682,0.0,79130739,1.0,186.3,15248.68,5.7,1.2452,6082.1,73.8521976600864,4.15,4.03,81.61,11.3,16.6299991607666
2004-02-02,2.503931760787964,7.962608814239502,0.067076,7.979918956756592,7.884714126586914,7.9193339347839355,0.0,50659108,1.0,186.3,15248.68,5.7,1.2426,6082.1,73.8521976600864,4.15,4.06,81.8,11.2,17.110000610351562
2004-02-03,2.5012097358703613,7.953954219818115,0.0,7.979918956756592,7.884714126586914,7.953954219818115,0.0,100274011,1.0,186.3,15248.68,5.7,1.2561,6082.1,73.8521976600864,4.15,4.17,81.8,11.2,17.34000015258789
2004-02-04,2.463107109069824,7.832784175872803,0.0,7.902023792266846,7.728923797607422,7.832784175872803,0.0,120845379,1.0,186.3,15248.68,5.7,1.2552,6082.1,73.8521976600864,4.15,4.2,81.8,11.2,17.8700008392334
2004-02-05,2.4712719917297363,7.858748912811279,0.0,7.936644077301025,7.763544082641602,7.780854225158691,0.0,121816840,1.0,186.3,15248.68,5.7,1.2606,6082.1,73.8521976600864,4.15,4.22,81.8,11.2,17.709999084472656
2004-02-06,2.5148181915283203,7.997229099273682,0.0,8.023194313049316,7.832784175872803,7.867403984069824,0.0,40710974,1.0,186.3,15248.68,5.7,1.2694,6082.1,73.8521976600864,4.15,4.34,81.8,11.2,16.0
2004-02-09,2.542034864425659,8.083779335021973,0.0,8.10974407196045,8.049159049987793,8.05781364440918,0.0,82309087,1.0,186.3,15248.68,5.7,1.2672,6082.1,73.8521976600864,4.15,4.28,81.8,11.2,16.389999389648438
2004-02-10,2.558364152908325,8.135708808898926,0.0,8.135708808898926,8.05781364440918,8.066469192504883,0.0,147097919,1.0,186.3,15248.68,5.7,1.2727,6082.1,73.8521976600864,4.15,4.24,81.8,11.2,15.9399995803833
2004-02-11,2.5529212951660156,8.118398666381836,0.0,8.127054214477539,8.040504455566406,8.09243392944336,0.0,90845784,1.0,186.3,15248.68,5.7,1.2815,6082.1,73.8521976600864,4.15,4.31,81.8,11.2,15.390000343322754
2004-02-12,2.555643081665039,8.127054214477539,0.0,8.153018951416016,8.049159049987793,8.118398666381836,0.0,74120177,1.0,186.3,15248.68,5.7,1.2807,6082.1,73.8521976600864,4.15,4.19,81.8,11.2,15.3100004196167
2004-02-13,2.533870220184326,8.05781364440918,0.0,8.135708808898926,8.005884170532227,8.09243392944336,0.0,28449221,1.0,186.3,15248.68,5.7,1.2751,6082.1,73.8521976600864,4.15,4.25,81.8,11.2,15.579999923706055
2004-02-16,2.542034864425659,8.083779335021973,0.0,8.09243392944336,8.005884170532227,8.023194313049316,0.0,27787153,1.0,186.3,15248.68,5.7,1.2751,6082.1,73.8521976600864,4.15,4.23,81.8,11.2,15.579999923706055
2004-02-17,2.503931760787964,7.962608814239502,0.0,8.101088523864746,7.936644077301025,8.09243392944336,0.0,45476641,1.0,186.3,15248.68,5.7,1.2848,6082.1,73.8521976600864,4.15,4.21,81.8,11.2,15.399999618530273
2004-02-18,2.5175395011901855,8.005884170532227,0.0,8.049159049987793,7.971263885498047,8.014538764953613,0.0,32634819,1.0,186.3,15248.68,5.7,1.2812,6082.1,73.8521976600864,4.15,4.23,81.8,11.2,15.59000015258789
2004-02-19,2.5638089179992676,8.153018951416016,0.0,8.153018951416016,8.014538764953613,8.023194313049316,0.0,39718104,1.0,186.3,15248.68,5.7,1.2685,6082.1,73.8521976600864,4.15,4.24,81.8,11.2,15.800000190734863
2004-02-20,2.531148672103882,8.049159049987793,0.0,8.10974407196045,7.997229099273682,8.09243392944336,0.0,37471671,1.0,186.3,15248.68,5.7,1.2563,6082.1,73.8521976600864,4.15,4.22,81.8,11.2,16.040000915527344
2004-02-23,2.5284268856048584,8.040504455566406,0.0,8.101088523864746,7.997229099273682,8.049159049987793,0.0,39203697,1.0,186.3,15248.68,5.7,1.2569,6082.1,73.8521976600864,4.15,4.3,81.8,11.2,16.290000915527344
2004-02-24,2.5093746185302734,7.979918956756592,0.0,8.040504455566406,7.902023792266846,8.014538764953613,0.0,28885927,1.0,186.3,15248.68,5.7,1.2692,6082.1,73.8521976600864,4.15,4.38,81.8,11.2,15.899999618530273
2004-02-25,2.512096643447876,7.988574028015137,0.0,8.040504455566406,7.910678863525391,7.971263885498047,0.0,70671793,1.0,186.3,15248.68,5.7,1.2503,6082.1,73.8521976600864,4.15,4.36,81.8,11.2,14.930000305175781
2004-02-26,2.4957666397094727,7.936644077301025,0.0,8.031848907470703,7.867403984069824,8.031848907470703,0.0,26407802,1.0,186.3,15248.68,5.7,1.2444,6082.1,73.8521976600864,4.15,4.32,81.8,11.2,14.829999923706055
2004-02-27,2.5365912914276123,8.066469192504883,0.0,8.066469192504883,7.953954219818115,7.979918956756592,0.0,39630062,1.0,186.3,15248.68,5.7,1.2441,6082.1,73.8521976600864,4.15,4.34,81.8,11.2,14.550000190734863
2004-03-01,2.5148181915283203,7.997229099273682,0.0,8.083779335021973,7.979918956756592,7.997229099273682,0.0,41268900,1.0,187.1,15248.68,5.8,1.2431,6157.9,73.8521976600864,3.83,4.29,82.32,11.1,14.4399995803833
2004-03-02,2.525704860687256,8.031848907470703,0.0,8.040504455566406,7.988574028015137,8.031848907470703,0.0,32039199,1.0,187.1,15248.68,5.8,1.2212,6157.9,73.8521976600864,3.83,4.22,82.32,11.1,14.859999656677246
2004-03-03,2.4821584224700928,7.893369197845459,0.0,8.023194313049316,7.824129104614258,7.893369197845459,0.0,65815409,1.0,187.1,15248.68,5.8,1.2088,6157.9,73.8521976600864,3.83,4.22,82.32,11.1,14.550000190734863
2004-03-04,2.525704860687256,8.031848907470703,0.0,8.031848907470703,7.867403984069824,8.031848907470703,0.0,93068885,1.0,187.1,15248.68,5.8,1.2225,6157.9,73.8521976600864,3.83,4.24,82.32,11.1,14.399999618530273
2004-03-05,2.525704860687256,8.031848907470703,0.0,8.101088523864746,7.94529914855957,8.031848907470703,0.0,42537807,1.0,187.1,15248.68,5.8,1.2401,6157.9,73.8521976600864,3.83,4.35,82.32,11.1,14.479999542236328
2004-03-08,2.525704860687256,8.031848907470703,0.0,8.05781364440918,7.997229099273682,8.031848907470703,0.0,17721583,1.0,187.1,15248.68,5.8,1.2371,6157.9,73.8521976600864,3.83,4.37,82.32,11.1,15.789999961853027
2004-03-09,2.4957666397094727,7.936644077301025,0.0,8.005884170532227,7.902023792266846,7.936644077301025,0.0,32890301,1.0,187.1,15248.68,5.8,1.2428,6157.9,73.8521976600864,3.83,4.4,82.32,11.1,16.600000381469727
2004-03-10,2.5012097358703613,7.953954219818115,0.0,8.005884170532227,7.850093841552734,7.953954219818115,0.0,29805526,1.0,187.1,15248.68,5.8,1.2226,6157.9,73.8521976600864,3.83,4.37,82.32,11.1,18.670000076293945
2004-03-11,2.4331681728363037,7.737578868865967,0.0,7.876059055328369,7.6856489181518555,7.737578868865967,0.0,49217836,1.0,187.1,15248.68,5.8,1.2268,6157.9,73.8521976600864,3.83,4.41,82.32,11.1,20.670000076293945
2004-03-12,2.4032304286956787,7.642374038696289,0.0,7.6769938468933105,7.382722854614258,7.642374038696289,0.0,50375575,1.0,187.1,15248.68,5.8,1.2191,6157.9,73.8521976600864,3.83,4.39,82.32,11.1,18.299999237060547
2004-03-15,2.2970845699310303,7.30482816696167,0.0,7.495237827301025,7.296173095703125,7.30482816696167,0.0,72334144,1.0,187.1,15248.68,5.8,1.2243,6157.9,73.8521976600864,3.83,4.41,82.32,11.1,21.1299991607666
2004-03-16,2.3379101753234863,7.434652805328369,0.0,7.53851318359375,7.235588073730469,7.434652805328369,0.0,60924743,1.0,187.1,15248.68,5.8,1.227,6157.9,73.8521976600864,3.83,4.53,82.32,11.1,20.34000015258789
2004-03-17,2.411395788192749,7.668338775634766,0.0,7.6769938468933105,7.486583232879639,7.668338775634766,0.0,59847869,1.0,187.1,15248.68,5.8,1.2197,6157.9,73.8521976600864,3.83,4.5,82.32,11.1,18.110000610351562
2004-03-18,2.3460745811462402,7.460618019104004,0.0,7.702959060668945,7.408688068389893,7.460618019104004,0.0,34936192,1.0,187.1,15248.68,5.8,1.2392,6157.9,73.8521976600864,3.83,4.46,82.32,11.1,18.530000686645508
2004-03-19,2.356961488723755,7.495237827301025,0.0,7.53851318359375,7.356758117675781,7.495237827301025,0.0,38921294,1.0,187.1,15248.68,5.8,1.2269,6157.9,73.8521976600864,3.83,4.43,82.32,11.1,19.149999618530273
2004-03-22,2.3025290966033936,7.322137832641602,0.0,7.400032997131348,7.252898216247559,7.322137832641602,0.0,41153836,1.0,187.1,15248.68,5.8,1.2368,6157.9,73.8521976600864,3.83,4.52,82.32,11.1,21.579999923706055
2004-03-23,2.3324670791625977,7.4173431396484375,0.0,7.50389289855957,7.322137832641602,7.4173431396484375,0.0,32254577,1.0,187.1,15248.68,5.8,1.2311,6157.9,73.8521976600864,3.83,4.54,82.32,11.1,20.670000076293945
2004-03-24,2.32430100440979,7.391377925872803,0.0,7.53851318359375,7.348103046417236,7.391377925872803,0.0,45510069,1.0,187.1,15248.68,5.8,1.2213,6157.9,73.8521976600864,3.83,4.56,82.32,11.1,19.809999465942383
2004-03-25,2.3732917308807373,7.547167778015137,0.0,7.642374038696289,7.460618019104004,7.547167778015137,0.0,45967534,1.0,187.1,15248.68,5.8,1.217,6157.9,73.8521976600864,3.83,4.53,82.32,11.1,17.8799991607666
2004-03-26,2.3950653076171875,7.616408824920654,0.0,7.659684181213379,7.564477920532227,7.616408824920654,0.0,55753043,1.0,187.1,15248.68,5.8,1.2092,6157.9,73.8521976600864,3.83,4.42,82.32,11.1,17.329999923706055
2004-03-29,2.419560194015503,7.6943039894104,0.0,7.720269203186035,7.512547969818115,7.6943039894104,0.0,36265320,1.0,187.1,15248.68,5.8,1.2141,6157.9,73.8521976600864,3.83,4.34,82.32,11.1,16.5
2004-03-30,2.4250035285949707,7.71161413192749,0.0,7.728923797607422,7.651029109954834,7.71161413192749,0.0,20539511,1.0,187.1,15248.68,5.8,1.2202,6157.9,73.8521976600864,3.83,4.33,82.32,11.1,16.280000686645508
2004-03-31,2.408672571182251,7.659684181213379,0.0,7.754889011383057,7.642374038696289,7.659684181213379,0.0,28777641,1.0,187.1,15248.68,5.8,1.2292,6157.9,73.8521976600864,3.83,4.41,82.32,11.1,16.739999771118164
2004-04-01,2.4413340091705322,7.763544082641602,0.0,7.763544082641602,7.659684181213379,7.763544082641602,0.0,36450817,1.0,187.4,15366.85,5.6,1.2358,6198.9,78.2058528681039,4.35,4.32,82.74,11.2,16.649999618530273
2004-04-02,2.5202620029449463,8.014538764953613,0.0,8.014538764953613,7.728923797607422,8.014538764953613,0.0,74563484,1.0,187.4,15366.85,5.6,1.2109,6198.9,78.2058528681039,4.35,4.16,82.74,11.2,15.640000343322754
2004-04-05,2.525704860687256,8.031848907470703,0.0,8.083779335021973,7.971263885498047,8.031848907470703,0.0,25119940,1.0,187.4,15366.85,5.6,1.2008,6198.9,78.2058528681039,4.35,4.11,82.74,11.2,14.970000267028809
2004-04-06,2.525704860687256,8.031848907470703,0.0,8.07512378692627,7.962608814239502,8.031848907470703,0.0,45778071,1.0,187.4,15366.85,5.6,1.2089,6198.9,78.2058528681039,4.35,4.14,82.74,11.2,15.319999694824219
2004-04-07,2.5502002239227295,8.10974407196045,0.0,8.10974407196045,8.005884170532227,8.10974407196045,0.0,28179807,1.0,187.4,15366.85,5.6,1.2171,6198.9,78.2058528681039,4.35,4.11,82.74,11.2,15.760000228881836
2004-04-08,2.585580825805664,8.222258567810059,0.0,8.222258567810059,8.083779335021973,8.222258567810059,0.0,38079307,1.0,187.4,15366.85,5.6,1.2088,6198.9,78.2058528681039,4.35,4.06,82.74,11.2,16.260000228881836
2004-04-09,2.585580825805664,8.222258567810059,0.0,8.222258567810059,8.222258567810059,8.222258567810059,0.0,0,1.0,187.4,15366.85,5.6,1.2102,6198.9,78.2058528681039,4.35,4.06,82.74,11.2,16.260000228881836
2004-04-12,2.585580825805664,8.222258567810059,0.0,8.222258567810059,8.222258567810059,8.222258567810059,0.0,0,1.0,187.4,15366.85,5.6,1.2068,6198.9,78.2058528681039,4.35,4.02,82.74,11.2,15.279999732971191
2004-04-13,2.571971893310547,8.178983688354492,0.0,8.282843589782715,8.170329093933105,8.178983688354492,0.0,53658395,1.0,187.4,15366.85,5.6,1.1923,6198.9,78.2058528681039,4.35,3.96,82.74,11.2,17.260000228881836
2004-04-14,2.542034864425659,8.083779335021973,0.0,8.127054214477539,8.014538764953613,8.083779335021973,0.0,39082980,1.0,187.4,15366.85,5.6,1.194,6198.9,78.2058528681039,4.35,3.97,82.74,11.2,15.619999885559082
2004-04-15,2.5093746185302734,7.979918956756592,0.0,8.118398666381836,7.971263885498047,7.979918956756592,0.0,25286967,1.0,187.4,15366.85,5.6,1.1914,6198.9,78.2058528681039,4.35,3.95,82.74,11.2,15.739999771118164
2004-04-16,2.5502002239227295,8.10974407196045,0.0,8.118398666381836,7.997229099273682,8.10974407196045,0.0,29653513,1.0,187.4,15366.85,5.6,1.2025,6198.9,78.2058528681039,4.35,3.96,82.74,11.2,14.9399995803833
2004-04-19,2.5284268856048584,8.040504455566406,0.0,8.135708808898926,8.014538764953613,8.040504455566406,0.0,17903767,1.0,187.4,15366.85,5.6,1.2019,6198.9,78.2058528681039,4.35,3.94,82.74,11.2,15.420000076293945
2004-04-20,2.544757127761841,8.09243392944336,0.0,8.161673545837402,8.066469192504883,8.09243392944336,0.0,83841777,1.0,187.4,15366.85,5.6,1.191,6198.9,78.2058528681039,4.35,3.91,82.74,11.2,16.670000076293945
2004-04-21,2.5175395011901855,8.005884170532227,0.0,8.05781364440918,7.94529914855957,8.005884170532227,0.0,117699918,1.0,187.4,15366.85,5.6,1.1853,6198.9,78.2058528681039,4.35,3.91,82.74,11.2,15.600000381469727
2004-04-22,2.5148181915283203,7.997229099273682,0.0,8.040504455566406,7.893369197845459,7.997229099273682,0.0,162676567,1.0,187.4,15366.85,5.6,1.1861,6198.9,78.2058528681039,4.35,3.93,82.74,11.2,14.609999656677246
2004-04-23,2.5284268856048584,8.040504455566406,0.0,8.101088523864746,8.023194313049316,8.040504455566406,0.0,76766628,1.0,187.4,15366.85,5.6,1.1802,6198.9,78.2058528681039,4.35,3.81,82.74,11.2,14.010000228881836
2004-04-26,2.542034864425659,8.083779335021973,0.0,8.127054214477539,8.031848907470703,8.083779335021973,0.0,110163668,1.0,187.4,15366.85,5.6,1.1851,6198.9,78.2058528681039,4.35,3.82,82.74,11.2,14.770000457763672
